title,link,category
Aripiprazole,/medicines/aripiprazole/,medicines
Aspirin for pain relief,/medicines/aspirin-for-pain-relief/,medicines
"Aspirin – low-dose, see Low-dose aspirin",/medicines/low-dose-aspirin/,medicines
Atenolol,/medicines/atenolol/,medicines
Atorvastatin,/medicines/atorvastatin/,medicines
Azathioprine,/medicines/azathioprine/,medicines
Azithromycin,/medicines/azithromycin/,medicines
Baclofen,/medicines/baclofen/,medicines
Beclometasone inhalers,/medicines/beclometasone-inhalers/,medicines
Beclometasone nasal spray,/medicines/beclometasone-nasal-spray/,medicines
Beclometasone skin cream,/medicines/beclometasone-skin-creams/,medicines
Beclometasone tablets,/medicines/beclometasone-tablets/,medicines
Bendroflumethiazide,/medicines/bendroflumethiazide/,medicines
Benzoyl peroxide,/medicines/benzoyl-peroxide/,medicines
Benzydamine,/medicines/benzydamine/,medicines
Beta blockers,/conditions/beta-blockers/,medicines
Betahistine,/medicines/betahistine/,medicines
"Betamethasone for eyes, ears and nose",/medicines/betamethasone-eyes-ears-and-nose/,medicines
Betamethasone for skin,/medicines/betamethasone-skin/,medicines
Betamethasone tablets,/medicines/betamethasone-tablets/,medicines
Bimatoprost (Lumigan),/medicines/bimatoprost/,medicines
Bisacodyl,/medicines/bisacodyl/,medicines
Bisoprolol,/medicines/bisoprolol/,medicines
Brinzolamide,/medicines/brinzolamide/,medicines
Bronchodilators,/conditions/bronchodilators/,medicines
Budesonide inhalers,/medicines/budesonide-inhalers/,medicines
Budesonide nasal spray,/medicines/budesonide-nasal-spray/,medicines
Budesonide rectal foam and enemas,/medicines/budesonide-rectal-foam-and-enemas/,medicines
"Budesonide tablets, capsules and granules",/medicines/budesonide-tablets-capsules-and-granules/,medicines
Bumetanide,/medicines/bumetanide/,medicines
Buprenorphine for pain,/medicines/buprenorphine-for-pain/,medicines
Buscopan (hyoscine butylbromide),/medicines/buscopan-hyoscine-butylbromide/,medicines
Calcipotriol,/medicines/calcipotriol/,medicines
Candesartan,/medicines/candesartan/,medicines
"Cannabis oil (medical cannabis), see Medical cannabis (and cannabis oils)",/conditions/medical-cannabis/,medicines
Carbamazepine,/medicines/carbamazepine/,medicines
Carbimazole,/medicines/carbimazole/,medicines
Carbocisteine,/medicines/carbocisteine/,medicines
Carmellose sodium eye drops,/medicines/carmellose-sodium/,medicines
Carvedilol,/medicines/carvedilol/,medicines
Cefalexin,/medicines/cefalexin/,medicines
Cetirizine,/medicines/cetirizine/,medicines
Chloramphenicol,/medicines/chloramphenicol/,medicines
Chlorhexidine,/medicines/chlorhexidine/,medicines
Chlorphenamine (Piriton),/medicines/chlorphenamine-including-piriton/,medicines
Cinnarizine,/medicines/cinnarizine/,medicines
Ciprofloxacin,/medicines/ciprofloxacin/,medicines
Citalopram,/medicines/citalopram/,medicines
Clarithromycin,/medicines/clarithromycin/,medicines
Clobetasol,/medicines/clobetasol/,medicines
Clobetasone,/medicines/clobetasone/,medicines
Clonazepam,/medicines/clonazepam/,medicines
Clonidine,/medicines/clonidine/,medicines
Clopidogrel,/medicines/clopidogrel/,medicines
"Clotrimazole cream, spray and solution",/medicines/clotrimazole/,medicines
Clotrimazole for thrush (Canesten),/medicines/clotrimazole-for-thrush/,medicines
Co-amoxiclav,/medicines/co-amoxiclav/,medicines
Co-beneldopa,/medicines/co-beneldopa/,medicines
Co-careldopa,/medicines/co-careldopa/,medicines
Co-codamol for adults,/medicines/co-codamol-for-adults/,medicines
Co-codamol for children,/medicines/co-codamol-for-children/,medicines
Co-codaprin (aspirin and codeine),/medicines/co-codaprin/,medicines
Co-dydramol,/medicines/co-dydramol/,medicines
Coal tar,/medicines/coal-tar/,medicines
Codeine,/medicines/codeine/,medicines
Colchicine,/medicines/colchicine/,medicines
Colecalciferol,/medicines/colecalciferol/,medicines
"Continuous combined hormone replacement therapy (HRT) tablets, capsules and patches",/medicines/hormone-replacement-therapy-hrt/continuous-combined-hormone-replacement-therapy-hrt-tablets-capsules-and-patches/,medicines
Contraceptive injections (medroxyprogesterone),/medicines/contraceptive-injections-medroxyprogesterone/,medicines
"Corticosteroid cream, see Topical corticosteroids",/conditions/topical-steroids/,medicines
"Corticosteroids, see Steroids",/conditions/steroids/,medicines
Cyanocobalamin,/medicines/cyanocobalamin/,medicines
Cyclizine,/medicines/cyclizine/,medicines
Dabigatran,/medicines/dabigatran/,medicines
Dapagliflozin,/medicines/dapagliflozin/,medicines
Decongestants,/conditions/decongestants/,medicines
Dexamethasone eye drops,/medicines/dexamethasone-eye-drops/,medicines
Dexamethasone tablets and liquid,/medicines/dexamethasone-tablets-and-liquid/,medicines
Diazepam,/medicines/diazepam/,medicines
Diclofenac,/medicines/diclofenac/,medicines
Digoxin,/medicines/digoxin/,medicines
Dihydrocodeine,/medicines/dihydrocodeine/,medicines
Diltiazem,/medicines/diltiazem/,medicines
Diphenhydramine,/medicines/diphenhydramine/,medicines
Dipyridamole,/medicines/dipyridamole/,medicines
Docusate,/medicines/docusate/,medicines
Domperidone,/medicines/domperidone/,medicines
Donepezil,/medicines/donepezil/,medicines
Dosulepin,/medicines/dosulepin/,medicines
Doxazosin,/medicines/doxazosin/,medicines
Doxycycline,/medicines/doxycycline/,medicines
Duloxetine,/medicines/duloxetine/,medicines
Edoxaban,/medicines/edoxaban/,medicines
Empagliflozin,/medicines/empagliflozin/,medicines
Enalapril,/medicines/enalapril/,medicines
Eplerenone,/medicines/eplerenone/,medicines
Erythromycin,/medicines/erythromycin/,medicines
Escitalopram,/medicines/escitalopram/,medicines
Esomeprazole,/medicines/esomeprazole/,medicines
Ezetimibe,/medicines/ezetimibe/,medicines
Felodipine,/medicines/felodipine/,medicines
Fentanyl,/medicines/fentanyl/,medicines
Ferrous fumarate,/medicines/ferrous-fumarate/,medicines
Ferrous sulfate,/medicines/ferrous-sulfate/,medicines
Fexofenadine,/medicines/fexofenadine/,medicines
Finasteride,/medicines/finasteride/,medicines
Flucloxacillin,/medicines/flucloxacillin/,medicines
Fluconazole,/medicines/fluconazole/,medicines
Fluoxetine (Prozac),/medicines/fluoxetine-prozac/,medicines
Fluticasone inhalers,/medicines/fluticasone-inhalers/,medicines
Fluticasone nasal spray and drops,/medicines/fluticasone-nasal-spray-and-drops/,medicines
Fluticasone skin creams,/medicines/fluticasone-skin-creams/,medicines
Folic acid,/medicines/folic-acid/,medicines
Furosemide,/medicines/furosemide/,medicines
Fusidic acid,/medicines/fusidic-acid/,medicines
Fybogel (ispaghula husk),/medicines/fybogel-ispaghula-husk/,medicines
Gabapentin,/medicines/gabapentin/,medicines
Gaviscon,/medicines/gaviscon/,medicines
Gliclazide,/medicines/gliclazide/,medicines
Glimepiride,/medicines/glimepiride/,medicines
Glyceryl trinitrate (GTN),/medicines/glyceryl-trinitrate-gtn/,medicines
Haloperidol,/medicines/haloperidol/,medicines
Heparinoid,/medicines/heparinoid/,medicines
Hormone replacement therapy (HRT),/medicines/hormone-replacement-therapy-hrt/,medicines
Hydrocortisone,/medicines/hydrocortisone/,medicines
Hydrocortisone buccal tablets,/medicines/hydrocortisone-buccal-tablets/,medicines
Hydrocortisone for piles and itchy bottom,/medicines/hydrocortisone-for-piles-and-itchy-bottom/,medicines
Hydrocortisone for skin,/medicines/hydrocortisone-for-skin/,medicines
Hydrocortisone injections,/medicines/hydrocortisone-injections/,medicines
Hydrocortisone rectal foam,/medicines/hydrocortisone-rectal-foam/,medicines
Hydrocortisone tablets,/medicines/hydrocortisone-tablets/,medicines
Hydroxocobalamin,/medicines/hydroxocobalamin/,medicines
Hydroxychloroquine,/medicines/hydroxychloroquine/,medicines
Hyoscine hydrobromide (Kwells and Joy-Rides),/medicines/hyoscine-hydrobromide/,medicines
Ibuprofen and codeine,/medicines/ibuprofen-and-codeine-nurofen-plus/,medicines
Ibuprofen for adults (Nurofen),/medicines/ibuprofen-for-adults/,medicines
Ibuprofen for children,/medicines/ibuprofen-for-children/,medicines
Indapamide,/medicines/indapamide/,medicines
Insulin,/medicines/insulin/,medicines
Irbesartan,/medicines/irbesartan/,medicines
Isosorbide mononitrate and isosorbide dinitrate,/medicines/isosorbide-mononitrate-dinitrate/,medicines
Isotretinoin capsules (Roaccutane),/medicines/isotretinoin-capsules/,medicines
Isotretinoin gel (Isotrex),/medicines/isotretinoin-gel/,medicines
Ketoconazole,/medicines/ketoconazole/,medicines
Labetalol,/medicines/labetalol/,medicines
Lactulose,/medicines/lactulose/,medicines
Lamotrigine,/medicines/lamotrigine/,medicines
Lansoprazole,/medicines/lansoprazole/,medicines
Latanoprost,/medicines/latanoprost/,medicines
Laxatives,/conditions/laxatives/,medicines
Lercanidipine,/medicines/lercanidipine/,medicines
Letrozole,/medicines/letrozole/,medicines
Levetiracetam,/medicines/levetiracetam/,medicines
Levothyroxine,/medicines/levothyroxine/,medicines
Lidocaine for mouth and throat,/medicines/lidocaine-for-mouth-and-throat/,medicines
Lidocaine for piles and itchy bottom,/medicines/lidocaine-for-piles-and-itchy-bottom/,medicines
Lidocaine skin cream,/medicines/lidocaine-skin-cream/,medicines
Linagliptin,/medicines/linagliptin/,medicines
Lisinopril,/medicines/lisinopril/,medicines
Lithium,/medicines/lithium/,medicines
Loperamide (Imodium),/medicines/loperamide/,medicines
Loratadine (Clarityn),/medicines/loratadine/,medicines
Lorazepam,/medicines/lorazepam/,medicines
Losartan,/medicines/losartan/,medicines
Low-dose aspirin,/medicines/low-dose-aspirin/,medicines
Lymecycline,/medicines/lymecycline/,medicines
Macrogol,/medicines/macrogol/,medicines
Mebendazole,/medicines/mebendazole/,medicines
Mebeverine,/medicines/mebeverine/,medicines
Medical cannabis (and cannabis oils),/conditions/medical-cannabis/,medicines
Medicines information,/conditions/medicines-information/,medicines
Medroxyprogesterone tablets,/medicines/medroxyprogesterone-tablets/,medicines
Melatonin,/medicines/melatonin/,medicines
Memantine,/medicines/memantine/,medicines
Mesalazine,/medicines/mesalazine/,medicines
Metformin,/medicines/metformin/,medicines
Methadone,/medicines/methadone/,medicines
Methotrexate,/medicines/methotrexate/,medicines
Methylphenidate for adults,/medicines/methylphenidate-adults/,medicines
Methylphenidate for children,/medicines/methylphenidate-children/,medicines
Metoclopramide,/medicines/metoclopramide/,medicines
Metoprolol,/medicines/metoprolol/,medicines
Metronidazole,/medicines/metronidazole/,medicines
Mirabegron,/medicines/mirabegron/,medicines
Mirtazapine,/medicines/mirtazapine/,medicines
Molnupiravir (Lagevrio),/medicines/molnupiravir/,medicines
Mometasone for skin,/medicines/mometasone-for-skin/,medicines
Mometasone inhalers,/medicines/mometasone-inhaler/,medicines
Mometasone nasal spray,/medicines/mometasone-nasal-spray/,medicines
Montelukast,/medicines/montelukast/,medicines
Morphine,/medicines/morphine/,medicines
Naproxen,/medicines/naproxen/,medicines
Nefopam,/medicines/nefopam/,medicines
Nicorandil,/medicines/nicorandil/,medicines
Nifedipine,/medicines/nifedipine/,medicines
Nitrofurantoin,/medicines/nitrofurantoin/,medicines
Nortriptyline,/medicines/nortriptyline/,medicines
NSAIDs,/conditions/nsaids/,medicines
Nystatin,/medicines/nystatin/,medicines
"Oestrogen tablets, patches, gel and spray",/medicines/hormone-replacement-therapy-hrt/oestrogen-tablets-patches-gel-and-spray/,medicines
Olanzapine,/medicines/olanzapine/,medicines
Olmesartan,/medicines/olmesartan/,medicines
Omeprazole,/medicines/omeprazole/,medicines
Oxybutynin,/medicines/oxybutynin/,medicines
Oxycodone,/medicines/oxycodone/,medicines
Pantoprazole,/medicines/pantoprazole/,medicines
Paracetamol for adults,/medicines/paracetamol-for-adults/,medicines
Paracetamol for children (Calpol),/medicines/paracetamol-for-children/,medicines
Paroxetine,/medicines/paroxetine/,medicines
Paxlovid,/medicines/paxlovid/,medicines
Peppermint oil,/medicines/peppermint-oil/,medicines
Pepto-Bismol (bismuth subsalicylate),/medicines/pepto-bismol/,medicines
Perindopril,/medicines/perindopril/,medicines
Phenoxymethylpenicillin,/medicines/phenoxymethylpenicillin/,medicines
Phenytoin,/medicines/phenytoin/,medicines
Pioglitazone,/medicines/pioglitazone/,medicines
Pravastatin,/medicines/pravastatin/,medicines
Pre-Exposure Prophylaxis (PrEP),/medicines/pre-exposure-prophylaxis-prep/,medicines
Prednisolone tablets and liquid,/medicines/prednisolone/,medicines
Pregabalin,/medicines/pregabalin/,medicines
Prochlorperazine,/medicines/prochlorperazine/,medicines
"Progesterone, see Utrogestan (micronised progesterone)",/medicines/hormone-replacement-therapy-hrt/utrogestan-micronised-progesterone/,medicines
Promethazine (Phenergan),/medicines/promethazine/,medicines
Propranolol,/medicines/propranolol/,medicines
Pseudoephedrine (Sudafed),/medicines/pseudoephedrine/,medicines
Quetiapine,/medicines/quetiapine/,medicines
Rabeprazole,/medicines/rabeprazole/,medicines
Ramipril,/medicines/ramipril/,medicines
Ranitidine,/medicines/ranitidine/,medicines
Risedronate,/medicines/risedronate/,medicines
Risperidone,/medicines/risperidone/,medicines
Rivaroxaban,/medicines/rivaroxaban/,medicines
Ropinirole,/medicines/ropinirole/,medicines
Rosuvastatin,/medicines/rosuvastatin/,medicines
Salbutamol inhalers,/medicines/salbutamol-inhaler/,medicines
Saxagliptin,/medicines/saxagliptin/,medicines
Senna,/medicines/senna/,medicines
Sequential combined hormone replacement therapy (HRT) tablets and patches,/medicines/hormone-replacement-therapy-hrt/sequential-combined-hormone-replacement-therapy-hrt-tablets-and-patches/,medicines
Sertraline,/medicines/sertraline/,medicines
Sildenafil (Viagra),/medicines/sildenafil-viagra/,medicines
Simeticone,/medicines/simeticone/,medicines
Simvastatin,/medicines/simvastatin/,medicines
Sitagliptin,/medicines/sitagliptin/,medicines
Sodium cromoglicate capsules,/medicines/sodium-cromoglicate-capsules/,medicines
Sodium cromoglicate eye drops,/medicines/sodium-cromoglicate-eye-drops/,medicines
Sodium valproate,/medicines/sodium-valproate/,medicines
Solifenacin,/medicines/solifenacin/,medicines
Sotalol,/medicines/sotalol/,medicines
Sotrovimab (Xevudy),/medicines/sotrovimab/,medicines
Spironolactone,/medicines/spironolactone/,medicines
Statins,/conditions/statins/,medicines
"Steroid cream, see Topical corticosteroids",/conditions/topical-steroids/,medicines
Steroid inhalers,/conditions/steroid-inhalers/,medicines
Steroid injections,/conditions/steroid-injections/,medicines
Steroid nasal sprays,/conditions/steroid-nasal-sprays/,medicines
Steroid tablets,/conditions/steroid-tablets/,medicines
Steroids,/conditions/steroids/,medicines
Sulfasalazine,/medicines/sulfasalazine/,medicines
Sumatriptan,/medicines/sumatriptan/,medicines
Tadalafil,/medicines/tadalafil/,medicines
Tamsulosin,/medicines/tamsulosin/,medicines
Temazepam,/medicines/temazepam/,medicines
Terbinafine,/medicines/terbinafine/,medicines
Thiamine (vitamin B1),/medicines/thiamine-vitamin-b1/,medicines
Tibolone,/medicines/hormone-replacement-therapy-hrt/tibolone/,medicines
Ticagrelor,/medicines/ticagrelor/,medicines
Timolol eye drops,/medicines/timolol-eye-drops/,medicines
Timolol tablets,/medicines/timolol-tablets/,medicines
Tiotropium inhalers,/medicines/tiotropium-inhalers/,medicines
Tolterodine,/medicines/tolterodine/,medicines
Topical corticosteroids,/conditions/topical-steroids/,medicines
Topiramate,/medicines/topiramate/,medicines
Tramadol,/medicines/tramadol/,medicines
Tranexamic acid,/medicines/tranexamic-acid/,medicines
Trastuzumab (Herceptin),/medicines/trastuzumab-herceptin/,medicines
Trazodone,/medicines/trazodone/,medicines
Trimethoprim,/medicines/trimethoprim/,medicines
Utrogestan (micronised progesterone),/medicines/hormone-replacement-therapy-hrt/utrogestan-micronised-progesterone/,medicines
Vaginal oestrogen,/medicines/hormone-replacement-therapy-hrt/vaginal-oestrogen/,medicines
Valproic acid,/medicines/valproic-acid/,medicines
Valsartan,/medicines/valsartan/,medicines
Varenicline,/medicines/varenicline/,medicines
Venlafaxine,/medicines/venlafaxine/,medicines
Verapamil,/medicines/verapamil/,medicines
Warfarin,/medicines/warfarin/,medicines
Zolpidem,/medicines/zolpidem/,medicines
Zopiclone,/medicines/zopiclone/,medicines
